dim_hidden,seed,param_num,train_loss_bellman,test_loss_bellman,abs_rel_err_test_median,abs_rel_err_test_max,abs_rel_err_test_10_percentile,abs_rel_err_test_90_percentile
61,43,245,2.4290753572131507e-05,6.6718777816277e-05,0.022108374163508415,0.04073355719447136,0.015843724831938744,0.035309262573719025
61,44,245,5.5811899073887616e-05,7.717293192399666e-05,0.021694421768188477,0.05966879799962044,0.008457771502435207,0.048378296196460724
61,45,245,4.7987865400500596e-05,9.029681677930057e-05,0.005715787876397371,0.01976168155670166,0.0021084737963974476,0.01390923373401165
61,46,245,6.475044210674241e-05,0.0001215461888932623,0.029892997816205025,0.03860236331820488,0.019116103649139404,0.03561839088797569
61,47,245,5.080518894828856e-05,5.0952039600815624e-05,0.014479034580290318,0.03936158865690231,0.006822518073022366,0.031066494062542915
61,48,245,2.3264658011612482e-05,4.404014180181548e-05,0.03260831534862518,0.04294838756322861,0.02597116492688656,0.04043447971343994
61,49,245,2.4836303055053577e-05,3.290670065325685e-05,0.0036763008683919907,0.020836493000388145,0.0005465196445584297,0.016466116532683372
81,0,325,4.2113624658668414e-05,8.658054866828024e-05,0.004532931372523308,0.0359184704720974,0.000840800057630986,0.030096277594566345
81,1,325,3.1079602194949985e-05,9.222096559824422e-05,0.002261674264445901,0.01369083859026432,0.00042841603863053024,0.005847909953445196
81,2,325,2.798430978145916e-05,5.906926890020259e-05,0.004347610287368298,0.01331198588013649,0.0026102776173502207,0.00952832866460085
81,3,325,2.2150044969748706e-05,4.9645335820969194e-05,0.003990257158875465,0.009702724404633045,0.0012704437831416726,0.007247344125062227
81,4,325,3.2065800041891634e-05,7.559408550150692e-05,0.01729254424571991,0.05216328054666519,0.007506069261580706,0.04061870276927948
81,5,325,3.5912369639845565e-05,8.515608351444826e-05,0.026025664061307907,0.03103838860988617,0.01943212002515793,0.030698472633957863
81,6,325,1.4671564713353291e-05,3.2525316782994196e-05,0.017768653109669685,0.023465946316719055,0.015388358384370804,0.021330753341317177
81,7,325,3.595105590648018e-05,4.6494365960825235e-05,0.01500606257468462,0.023315148428082466,0.012347954325377941,0.020933154970407486
81,8,325,2.6878542485064827e-05,6.1105951317586e-05,0.020024767145514488,0.031350720673799515,0.016028616577386856,0.024964958429336548
81,9,325,6.50039073661901e-05,0.00011977799294982105,0.018846876919269562,0.02910882979631424,0.0020446069538593292,0.02376878261566162
81,10,325,3.8097768992884085e-05,8.338316547451541e-05,0.006609660107642412,0.018431277945637703,0.0009535839781165123,0.012712822295725346
81,11,325,3.8883521483512595e-05,7.892154826549813e-05,0.003556677373126149,0.02011406607925892,0.0011533248471096158,0.011575421318411827
